Entity,Label
ranitidine,CHEMICAL
sertraline,CHEMICAL
zolpidem,CHEMICAL
ranitidine,CHEMICAL
Zoloft,CHEMICAL
Ambien,CHEMICAL
insomnia Nicorette Buccal directed Please follow packaging instructions Disp package Refills Discharge Disposition,DISEASE
angioedema swelling,DISEASE
allergy,DISEASE
nicotine,CHEMICAL
allergy,DISEASE
coronary calcification chest,DISEASE
inferior ischemia,DISEASE
stenosis,DISEASE
stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
hypercholesterolemia,DISEASE
hernia,DISEASE
nephrolithiasis,DISEASE
Valium,CHEMICAL
Lisinopril Atenolol Aspirin Hydrochlorothiazide,CHEMICAL
normocephalic atraumatic extraocular movements,DISEASE
motion lymphadenopathy thyromegaly carotids equal bilaterally Lungs clear auscultation percussion Cardiovascular exam regular rate rhythm normal without rubs murmurs gallops Abdomen soft nontender with positive bowel sounds masses,DISEASE
hepatosplenomegaly,DISEASE
clubbing cyanosis edema,DISEASE
Lopressor,CHEMICAL
Lopressor,CHEMICAL
sodium potassium chloride,CHEMICAL
creatinine,CHEMICAL
Lasix,CHEMICAL
Potassium,CHEMICAL
Colace Ecotrin,CHEMICAL
Percocet pain,CHEMICAL
Lopressor Lisinopril,CHEMICAL
congestive heart failure,DISEASE
aortic valve replacement aortic stenosis,DISEASE
Dobutamine,CHEMICAL
hypotensive,DISEASE
morphine,CHEMICAL
death congestive heart failure,DISEASE
Congestive heart failure,DISEASE
head injury,DISEASE
cocaine,CHEMICAL
Lamina fracture Fracture,DISEASE
head injury,DISEASE
cocaine,CHEMICAL
Lamina fracture Fracture,DISEASE
head injury,DISEASE
Cocaine,CHEMICAL
trauma,DISEASE
trauma,DISEASE
pain,DISEASE
pain,DISEASE
fracture,DISEASE
infection,DISEASE
collar back brace unless instructed otherwise Take,DISEASE
pain,DISEASE
morning stiffness,DISEASE
Motrin Advil,CHEMICAL
aspirin Ibuprofen,CHEMICAL
pain,DISEASE
constipation,DISEASE
Pain,DISEASE
pain,DISEASE
infection,DISEASE
tenderness,DISEASE
Fever,DISEASE
Allergies,DISEASE
Augmentin Hydrocodone Levofloxacin,CHEMICAL
Nausea,DISEASE
retinopathy nephropathy gastroparesis,DISEASE
nausea vomiting,DISEASE
nausea vomiting,DISEASE
Diarrhea,DISEASE
Diarrhea,DISEASE
nasal congestion cough,DISEASE
nyquil,CHEMICAL
chills fevers blood sugars,DISEASE
abdominal pain nausea vomiting,DISEASE
swelling,DISEASE
headache,DISEASE
nausea vomiting,DISEASE
gastroparesis,DISEASE
ceftriaxone,CHEMICAL
Zofran Ativan,CHEMICAL
Tylenol,CHEMICAL
pain,DISEASE
Nitrofurantoin,CHEMICAL
command voice touch,DISEASE
humalog,CHEMICAL
acidosis,DISEASE
tachypnea,DISEASE
Headache,DISEASE
fever,DISEASE
sweats,DISEASE
weight loss gain,DISEASE
sinus tenderness rhinorrhea congestion,DISEASE
shortness breath,DISEASE
chest pain tightness palpitations,DISEASE
myalgias,DISEASE
diabetes retinopathy nephropathy gastroparesis,DISEASE
insulin hyperemesis,DISEASE
diabetic ketoacidosis,DISEASE
diabetic retinopathy Barrett esophagitis,DISEASE
ulcer Normocytic Anemia,DISEASE
Accquired hemophilia FVIII inhibitor,DISEASE
steroids rituximab Depression,CHEMICAL
Migraines,DISEASE
Hydronephrosis,DISEASE
femoral neck avascular necrosis,DISEASE
hyperemesis gravidarum,DISEASE
hyperemesis,DISEASE
smoke,CHEMICAL
alcohol,CHEMICAL
cancer bleeding blood disorders,DISEASE
conjunctival,DISEASE
icterus pallor oropharynx clear,DISEASE
rhonchi,DISEASE
expiratory wheeze,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
conjunctival,DISEASE
icterus pallor oropharynx clear,DISEASE
wheezes rales rhonchi Abdomen soft tender distended bowel sounds,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Glucose,CHEMICAL
atelectasis infection,DISEASE
pneumonia,DISEASE
pulmonary edema,DISEASE
pleural effusion,DISEASE
pleural effusions,DISEASE
pulmonary edema Small,DISEASE
pericardial effusion Anasarca small,DISEASE
ascites,DISEASE
sternal fracture,DISEASE
anterior fractures,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
tamponade,DISEASE
pleural effusion,DISEASE
pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
pulmonary artery systolic pressure,DISEASE
pulmonary artery systolic,DISEASE
hypertension,DISEASE
pleural effusion,DISEASE
gastroparesis,DISEASE
hemophilia,DISEASE
nausea vomiting,DISEASE
nausea vomiting diarrhea,DISEASE
pneumonia,DISEASE
heart failure,DISEASE
ativan,CHEMICAL
nausea,DISEASE
hypoxia,DISEASE
cyanotic,DISEASE
hypoxia hypercarbia acidosis,DISEASE
diarrhea,DISEASE
bactrim renal failure,CHEMICAL
lethargy,DISEASE
fever,DISEASE
cough diarrhea,DISEASE
allergies,DISEASE
vancomycin,CHEMICAL
pneumonia,DISEASE
pneumonia,DISEASE
desaturated,CHEMICAL
azithromycin,CHEMICAL
lasix,CHEMICAL
hypoglycemia,DISEASE
diarrhea nausea vomiting,DISEASE
oxygen,CHEMICAL
fever,DISEASE
Vancomycin,CHEMICAL
thrombocytosis,DISEASE
lantus,CHEMICAL
lantus,CHEMICAL
Iron,CHEMICAL
diarrhea,DISEASE
Nausea vomiting,DISEASE
gastroparesis,DISEASE
Renal failure,DISEASE
hyperkalemia,DISEASE
zoloft,CHEMICAL
gastroparesis,DISEASE
pneumonia,DISEASE
depression,DISEASE
amlodipine,CHEMICAL
torsemide,CHEMICAL
sertraline,CHEMICAL
simvastatin,CHEMICAL
ferrous sulfate iron,CHEMICAL
constipation,DISEASE
metoprolol tartrate,CHEMICAL
Ambien,CHEMICAL
insomnia Vitamin,DISEASE
gabapentin,CHEMICAL
omeprazole,CHEMICAL
ondansetron,CHEMICAL
nausea,DISEASE
metoclopramide,CHEMICAL
Ativan,CHEMICAL
nausea,DISEASE
amlodipine,CHEMICAL
torsemide,CHEMICAL
sertraline,CHEMICAL
simvastatin,CHEMICAL
ferrous sulfate iron,CHEMICAL
Ambien,CHEMICAL
insomnia Vitamin,DISEASE
gabapentin,CHEMICAL
omeprazole,CHEMICAL
ondansetron,CHEMICAL
metoclopramide,CHEMICAL
gastroparesis,DISEASE
glargine,CHEMICAL
Humalog,CHEMICAL
buspirone,CHEMICAL
metoprolol tartrate,CHEMICAL
Disposition,CHEMICAL
Pneumonia Acute kidney injury,DISEASE
Diabetes mellitus Decompensated diastolic heart failure,DISEASE
anemia,DISEASE
nausea vomiting,DISEASE
lung infection impairment kidney function lung infection,DISEASE
inpairment,DISEASE
azithromycin,CHEMICAL
oxygen,CHEMICAL
Penicillins Codeine,CHEMICAL
left pain,DISEASE
claudication rest pain,DISEASE
heparin,CHEMICAL
creatinine,CHEMICAL
bicarbonate,CHEMICAL
Lung cancer Emphysema carotid occluded TIAs,DISEASE
Arthritis,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
hypodense lesions,DISEASE
mural thrombus aneurysmal dilatation,DISEASE
opacification,DISEASE
stenosis,DISEASE
calcification,DISEASE
calcification,DISEASE
celiac artery superior mesenteric artery,DISEASE
diverticulitis,DISEASE
hematoma,DISEASE
hernia,DISEASE
bowel obstruction,DISEASE
hematoma,DISEASE
hernia,DISEASE
Abdominal aortic aneurysm,DISEASE
artery Stool impaction,DISEASE
pleural effusion,DISEASE
heparin,CHEMICAL
pain,DISEASE
pain,DISEASE
strangulated bowel,DISEASE
bowel entrapment There small,DISEASE
hematoma,DISEASE
Aspirin,CHEMICAL
Clopidogrel,CHEMICAL
Acetaminophen,CHEMICAL
Atorvastatin,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Lisinopril,CHEMICAL
Zolpidem,CHEMICAL
Famotidine,CHEMICAL
Heparin,CHEMICAL
Discontinue,CHEMICAL
Glucose,CHEMICAL
constipation Docusate Sodium,DISEASE
Suppository,CHEMICAL
constipation,DISEASE
Lung cancer Emphysema carotid occluded TIAs,DISEASE
Chol Arthritis,CHEMICAL
swelling,DISEASE
appetite,DISEASE
cholesterol,CHEMICAL
constipation,DISEASE
pain,DISEASE
pain,DISEASE
aspirin,CHEMICAL
Redness,DISEASE
sudden increase pain,DISEASE
pain,DISEASE
Bleeding,DISEASE
palpitation,DISEASE
nausea weakness,DISEASE
chest pain,DISEASE
NSVT,DISEASE
anterolateral defect,DISEASE
chest pain,DISEASE
STEMI,CHEMICAL
eptifibatide,CHEMICAL
nausea diaphoresis blurry,DISEASE
nausea diaphoresis,DISEASE
Hypercholesterolemia Obesity,DISEASE
apnea,DISEASE
NSVT,DISEASE
airway disease,DISEASE
hematuria,DISEASE
hematuria,DISEASE
varicose veins kidneys GERD,DISEASE
steroid,CHEMICAL
PERRL,DISEASE
chest wall deformities scoliosis kyphosis Resp,DISEASE
tenderness,DISEASE
abdominial bruits femoral bruits Skin stasis,DISEASE
xanthomas,DISEASE
Cholesterol,CHEMICAL
vessel coronary artery disease,DISEASE
stenosis,DISEASE
chest pain,DISEASE
NSVT,DISEASE
sinus tachycardia,DISEASE
sinus tachycardia,DISEASE
metoprolol,CHEMICAL
stenosis,DISEASE
thrombus,DISEASE
vessel coronary artery disease,DISEASE
hypertension,DISEASE
thrombus,DISEASE
ventricular hypertrophy left ventricular cavity,DISEASE
ventricular septal defect Right ventricular chamber size free wall motion normal aortic valve leaflets,DISEASE
aortic regurgitation mitral valve leaflets structurally normal There mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
abnormal referred cardiac catheterization developed anterior STEMI,DISEASE
STEMI,CHEMICAL
plavix statin lisinopril,CHEMICAL
thrombus,DISEASE
plavix,CHEMICAL
groin,DISEASE
nausea diaphoresis hypotension,DISEASE
bradycardia,DISEASE
chest pain,DISEASE
Hyperlipidemia,DISEASE
statin,CHEMICAL
ACEi,CHEMICAL
Fosinopril,CHEMICAL
Omeprazole,CHEMICAL
Lipitor,CHEMICAL
Toprol,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin,CHEMICAL
Clopidogrel,CHEMICAL
Omeprazole,CHEMICAL
Metoprolol Succinate,CHEMICAL
Fosinopril,CHEMICAL
Disposition,CHEMICAL
STEMI acute occlusion,DISEASE
hypercholesterolemia obesity,DISEASE
GERD,DISEASE
blockages,DISEASE
Plavix,CHEMICAL
Atorvastatin,CHEMICAL
chest pain,DISEASE
abdominal pain shortness breath nausea sweating,DISEASE
dyspnea,DISEASE
hypoplastic tracheobronchitis,DISEASE
malignancy,DISEASE
hemoptysis,DISEASE
cough dyspnea,DISEASE
shortness breath,DISEASE
tracheobronchitis,DISEASE
airway erythema,DISEASE
bleeding,DISEASE
Alveolar Hemorrhage,DISEASE
respiratory decompensation,DISEASE
viral infection,DISEASE
atrovent inhaler pulm recs,CHEMICAL
steroids,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
fatigue,DISEASE
Prednisone,CHEMICAL
prednisone,CHEMICAL
bactrim,CHEMICAL
headache,DISEASE
hypoxia dyspnea,DISEASE
hypoplastic tracheobronchitis,DISEASE
malignancy,DISEASE
hemoptysis,DISEASE
cough dyspnea,DISEASE
shortness breath,DISEASE
tracheobronchitis,DISEASE
airway erythema,DISEASE
bleeding,DISEASE
Alveolar Hemorrhage,DISEASE
respiratory decompensation,DISEASE
viral infection,DISEASE
atrovent inhaler pulm recs,CHEMICAL
steroids,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
fatigue,DISEASE
Prednisone,CHEMICAL
prednisone,CHEMICAL
bactrim,CHEMICAL
headache,DISEASE
steroids,CHEMICAL
toxicity,DISEASE
viral pneumonia TRALI,DISEASE
oxygen,CHEMICAL
Steroids,CHEMICAL
lasix,CHEMICAL
ARDS,DISEASE
antithymocyte globulin,CHEMICAL
steroids,CHEMICAL
hypoxic dyspneic,DISEASE
oxygen,CHEMICAL
Hypoplastic primary oncologist,DISEASE
fatigue,DISEASE
Aranesp,CHEMICAL
Aranesp Danazol,CHEMICAL
bruisability,DISEASE
dysplasia myeloblasts,DISEASE
cyclosporin,CHEMICAL
GRAN,CHEMICAL
CREAT,CHEMICAL
steroids,CHEMICAL
toxicity,DISEASE
viral pneumonia TRALI,DISEASE
oxygen,CHEMICAL
Steroids,CHEMICAL
lasix,CHEMICAL
ARDS,DISEASE
antithymocyte globulin,CHEMICAL
steroids,CHEMICAL
hypoxic dyspneic,DISEASE
oxygen,CHEMICAL
hypoplastic worsening,DISEASE
hypoxia ARDS,DISEASE
Hypoxia resp failure ARDS,DISEASE
pneumonias Caspofungin,DISEASE
steroids,CHEMICAL
acute lung injury,DISEASE
steroids,CHEMICAL
ARDS,DISEASE
PEEP,CHEMICAL
PEEP,CHEMICAL
PEEP,CHEMICAL
tracheal tear Pneumomediastinum,DISEASE
esophageal perforation,DISEASE
mediastinitis,DISEASE
infection,DISEASE
barotrauma,DISEASE
tracheal tear pneumothorax,DISEASE
infection,DISEASE
respiratory distress,DISEASE
PEEP,CHEMICAL
bibasilar opacities,DISEASE
Fentanyl,CHEMICAL
propofol,CHEMICAL
vecuronium,CHEMICAL
morphine,CHEMICAL
Disposition,CHEMICAL
chest pain,DISEASE
STEMI,CHEMICAL
left pain,DISEASE
shortness breath,DISEASE
plavix,CHEMICAL
nitro,CHEMICAL
heparin nitro,CHEMICAL
morphine metoprolol,CHEMICAL
chronic kidney disease,DISEASE
plavix,CHEMICAL
pain,DISEASE
chest pain shortness breath shoulder pain,DISEASE
stroke,DISEASE
venous thrombosis,DISEASE
pulmonary embolism bleeding,DISEASE
myalgias,DISEASE
chills rigors,DISEASE
cough,DISEASE
pain,DISEASE
absence dyspnea exertion paroxysmal,DISEASE
dyspnea orthopnea ankle edema palpitations,DISEASE
presyncope,DISEASE
knee pain,DISEASE
Diabetes Dyslipidemia Hypertension,DISEASE
STEMI,CHEMICAL
STEMI,CHEMICAL
lower pain Hypertension,DISEASE
dyslipidemia Type diabetes,DISEASE
peripheral neuropathy,DISEASE
parkinsonism,DISEASE
palsy,DISEASE
Depression,DISEASE
anemia,DISEASE
thalassemia,DISEASE
arthritis,DISEASE
Denies tobbaco alcohol,DISEASE
diabetes history,DISEASE
cancers strokes,DISEASE
PERRL,DISEASE
tenderness,DISEASE
edema,DISEASE
bleeding,DISEASE
xanthomas,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Glucose Lactate,CHEMICAL
stenosis,DISEASE
stenosis,DISEASE
PTCA,CHEMICAL
Promus,CHEMICAL
vessel coronary artery disease,DISEASE
Promus,CHEMICAL
Plavix,CHEMICAL
statin,CHEMICAL
atrial septal defect,DISEASE
ventricular hypertrophy left ventricular cavity,DISEASE
left ventricular systolic dysfunction,DISEASE
inferior hypokinesis remaining segmetns hyperdynamic,DISEASE
thrombi,DISEASE
ventricular septal defect Right ventricular chamber size free wall motion normal aortic root mildly dilated sinus level aortic arch mildly dilated aortic valve leaflets mildly thickened aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral annular calcification,DISEASE
LVOT obstruction aortic stenosis LVOT diameter Ther small,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
STEMI,CHEMICAL
STEMI,CHEMICAL
aspirin plavix metoprolol,CHEMICAL
Hypertension,DISEASE
valsartan metoprolol,CHEMICAL
amlodipine,CHEMICAL
clonidine,CHEMICAL
Hyperlipidemia,DISEASE
simvastatin,CHEMICAL
Gemfibrozil,CHEMICAL
Diabetes,DISEASE
Chronic kidney disease,DISEASE
acetylcysteine,CHEMICAL
creatinine,CHEMICAL
anemia,DISEASE
chronic microcytic anemia,DISEASE
pain,DISEASE
terazosin finasteride,CHEMICAL
Aspirin,CHEMICAL
Pravastatin,CHEMICAL
Terazosin Valsartan,CHEMICAL
Gemfibrozil,CHEMICAL
Finasteride,CHEMICAL
Atenolol,CHEMICAL
Omeprazole,CHEMICAL
Hydrochlorothiazide,CHEMICAL
Aspirin,CHEMICAL
Terazosin,CHEMICAL
Pravastatin,CHEMICAL
Valsartan,CHEMICAL
Gemfibrozil,CHEMICAL
Finasteride,CHEMICAL
Metoprolol Succinate,CHEMICAL
Omeprazole,CHEMICAL
Clopidogrel,CHEMICAL
Plavix,CHEMICAL
Amlodipine,CHEMICAL
Hydrochlorothiazide,CHEMICAL
Disposition,CHEMICAL
Myocardial Infarction,DISEASE
Diabetes mellitus Coronary Artery Disease,DISEASE
Kidney Disease,DISEASE
Plavix aspirin,CHEMICAL
Plavix,CHEMICAL
Plavix,CHEMICAL
aspirin,CHEMICAL
Pravastatin,CHEMICAL
Valsartan,CHEMICAL
Atenolol,CHEMICAL
Metoprolol,CHEMICAL
Plavix,CHEMICAL
Fever,DISEASE
venous thrombosis,DISEASE
fever,DISEASE
sepsis,DISEASE
sepsis,DISEASE
rhinorrhea,DISEASE
headaches sore throat cough shortness breath,DISEASE
increase urinary frequency hematuria rash,DISEASE
oxygen,CHEMICAL
lactate,CHEMICAL
sepsis,DISEASE
Ceftriaxone Azithromycin,CHEMICAL
Diverticulitis,DISEASE
venous thrombosis Hypertension fracture Anxiety Depression,DISEASE
Atenolol,CHEMICAL
Elavil,CHEMICAL
rash,DISEASE
normocephalic,DISEASE
sepsis,DISEASE
Pulmonary wheezing left sided rales Cardiac,DISEASE
tenderness,DISEASE
edema,DISEASE
lower extremity Neurological,DISEASE
sodium potassium chloride,CHEMICAL
creatinine glucose,CHEMICAL
Lactate,CHEMICAL
atelectasis,DISEASE
left anterior hemiblock,DISEASE
Fever,DISEASE
fever,DISEASE
left basilar atelectasis,DISEASE
sepsis,DISEASE
wheezing lung examination,DISEASE
shortness breath,DISEASE
myocardial infarction,DISEASE
ischemic damage,DISEASE
aspirin,CHEMICAL
Atenolol,CHEMICAL
tachycardia,DISEASE
anemia,DISEASE
Coumadin,CHEMICAL
venous thrombosis,DISEASE
gastrointestinal bleeding,DISEASE
gastrointestinal malignancy,DISEASE
venous thrombosis,DISEASE
venous thrombosis,DISEASE
hiatal hernia,DISEASE
bleeding,DISEASE
pylori,DISEASE
tortuous sigmoid colon,DISEASE
diverticula,DISEASE
cefpodoxime,CHEMICAL
fever,DISEASE
azithromycin,CHEMICAL
pneumonia,DISEASE
upper respiratory infection,DISEASE
bronchitis,DISEASE
shortness breath,DISEASE
fever chills,DISEASE
Amitriptyline Perphenazine Atenolol,CHEMICAL
Cefpodoxime,CHEMICAL
Fever Peptic ulcer disease,DISEASE
Diverticulosis,DISEASE
Ciprofloxacin Zomig,CHEMICAL
Illness autoimmune hepatitis transplant,DISEASE
Finger stick combative,DISEASE
haldol,CHEMICAL
lactulose Vanc,CHEMICAL
tapable bedside abdomen acute,CHEMICAL
ascites,DISEASE
thrombosis,DISEASE
PEEP,CHEMICAL
Autoimmune hepatitis orthotopic liver transplant,DISEASE
encephalopathy,DISEASE
thrombosis,DISEASE
portal vein thrombosis,DISEASE
lymphedema,DISEASE
Allergic rhinitis,DISEASE
uterine bleeding,DISEASE
Depression,DISEASE
bactermia,DISEASE
etOH,CHEMICAL
heart disease,DISEASE
hepatitis liver failure,DISEASE
icterus oropharynx clear Neck supple elevated Lungs Clear auscultation anteriorly wheezes rales ronchi,DISEASE
organomegaly,DISEASE
anasarca,DISEASE
TEMP,DISEASE
PEEP,CHEMICAL
TEMP,DISEASE
PEEP,CHEMICAL
UROBILNGN LEUK,CHEMICAL
Tigecycline,CHEMICAL
AMIKACIN,CHEMICAL
SULBACTAM,CHEMICAL
TAZO,CHEMICAL
AMIKACIN,CHEMICAL
SULBACTAM,CHEMICAL
TAZO,CHEMICAL
AMIKACIN,CHEMICAL
SULBACTAM,CHEMICAL
Sinus tachycardia,DISEASE
Pelvis acute intra abdominal pelvic,DISEASE
anasarca,DISEASE
portal vein thrombus,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
left renal stone,DISEASE
intracranial abnormality,DISEASE
portal vein thrombosis,DISEASE
left renal calculus,DISEASE
hydronephrosis obstruction,DISEASE
pneumonia,DISEASE
pulmonary edema,DISEASE
anemia,DISEASE
pulmonary hypertension,DISEASE
ascites,DISEASE
anasarca,DISEASE
cardiomegaly,DISEASE
left renal stone,DISEASE
hematoma,DISEASE
blood loss,DISEASE
intracranial hemorrhage,DISEASE
intracranial abnormality,DISEASE
ascites,DISEASE
encephalopathy,DISEASE
hepatic encephalopathy,DISEASE
lactulose rifaximin,CHEMICAL
nitrofurantoin amikacin Nitrofurantoin,CHEMICAL
colistin,CHEMICAL
tetracycline,CHEMICAL
lactulose,CHEMICAL
nephrotoxic,DISEASE
midodrine,CHEMICAL
hepatorenal syndrome,DISEASE
encephalopathy,DISEASE
thrombocytopenia,DISEASE
hyperbilirubinemia,DISEASE
blood transfusions,DISEASE
hypernatremia hypercalcemia,DISEASE
hypoxic respiratory failure,DISEASE
pneumonia,DISEASE
liver disease,DISEASE
Lactulose Atovaquone,CHEMICAL
Citalopram,CHEMICAL
Montelukast,CHEMICAL
Mycophenolate Mofetil Omeprazole,CHEMICAL
Rifaximin Spironolactone,CHEMICAL
Prednisone,CHEMICAL
Sucralfate,CHEMICAL
Tacrolimus,CHEMICAL
Torsemide,CHEMICAL
Calcium,CHEMICAL
Vitamin,CHEMICAL
Ursodiol,CHEMICAL
Disposition,CHEMICAL
Disseminated intravascular coagulation,DISEASE
Fulminant hepatic failure Urinary tract infection,DISEASE
Autoimmune hepatitis orthotopic liver transplant,DISEASE
thrombosis,DISEASE
lymphedema,DISEASE
Allergic rhinitis,DISEASE
uterine bleeding,DISEASE
Depression,DISEASE
Hematuria,DISEASE
chest pain,DISEASE
myocardial infarction,DISEASE
left hemiparesis Prior discharge developed hematuria,DISEASE
aspirin Plavix Heparin,CHEMICAL
bleeding,DISEASE
Plavix,CHEMICAL
hematuria,DISEASE
malignancy,DISEASE
hematuria,DISEASE
trauma,DISEASE
nephrolithiasis tumor,DISEASE
bleeding,DISEASE
Myocardial infarction,DISEASE
angioplasty,DISEASE
sinus syndrome,DISEASE
prostatic hypertrophy,DISEASE
prostate Hypertension,DISEASE
Hypercholesterolemia Pancreatitis,DISEASE
Colon polyps Nephrolithiasis,DISEASE
drug allergies,DISEASE
aspirin,CHEMICAL
